Distance,Bottom_D,Wind_Spd,Depthm,T_degC,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM,DarkAs,MeanAs,R_DYNHT,R_Nuts,Salnty
-118.417,4015.0,18.0,50,13.515,5.504,25.07499,92.96,239.7958,0.33,0.201,0.68,3.76,0.33,4.9,0.46,0.148,0.167,0.154,0.46,33.4274
-118.417,4015.0,18.0,51,13.58,5.534,25.06488,93.59,241.1052,0.321,0.2,0.69,3.81,0.34,5.0,0.46,0.151,0.125,0.156,0.46,33.4313
-11.491,143.0,4.0,0,16.236,5.798,24.59026,103.56,252.7241,1.804,0.223,0.34,1.67,0.02,0.0,0.0,0.249,29.723,0.0,0.0,33.5638
-11.491,143.0,4.0,2,16.236,5.798,24.59041,103.56,252.7241,1.804,0.223,0.34,1.67,0.02,0.0,0.0,0.249,29.723,0.007,0.0,33.5638
-11.491,143.0,4.0,7,16.214,5.782,24.59741,103.23,252.025,1.795,0.392,0.33,1.66,0.02,0.0,0.0,0.274,30.59,0.023,0.0,33.5659
-11.491,143.0,4.0,10,16.214,5.814,24.59716,103.8,253.4198,1.83,0.39,0.34,1.66,0.02,0.0,0.0,0.288,26.854,0.033,0.0,33.5653
-11.491,143.0,4.0,19,16.204,5.767,24.59925,102.94,251.3707,2.054,0.436,0.35,1.67,0.03,0.0,0.0,0.203,16.567,0.064,0.0,33.5642
-11.491,143.0,4.0,20,16.204,5.743,24.60009,102.51,250.3244,2.047,0.43,0.35,1.67,0.03,0.0,0.0,0.204,15.507,0.067,0.0,33.5652
-11.491,143.0,4.0,30,16.186,5.772,24.60322,102.98,251.5876,2.018,0.4,0.35,1.71,0.03,0.0,0.01,0.21,4.905,0.101,0.01,33.563
-11.491,143.0,4.0,33,16.19,5.759,24.60099,102.76,251.0216,2.029,0.406,0.35,1.73,0.03,0.0,0.01,0.212,1.724,0.11,0.01,33.561
-11.491,143.0,4.0,41,16.05,5.704,24.62137,101.48,248.6193,1.502,0.356,0.4,1.95,0.09,0.2,0.25,0.274,0.4,0.137,0.25,33.5454
-123.253,3818.0,3.0,0,15.436,5.725,24.76523,100.64,249.4996,0.593,0.201,0.39,1.95,0.1,1.2,0.0,0.581,11.525,0.0,0.0,33.5575
-123.253,3818.0,3.0,2,15.436,5.725,24.76536,100.64,249.4995,0.593,0.201,0.39,1.95,0.1,1.2,0.0,0.581,11.525,0.006,0.0,33.5575
-123.253,3818.0,3.0,9,15.405,5.698,24.77346,100.1,248.3209,0.621,0.229,0.4,2.09,0.1,1.2,0.0,0.172,11.621,0.029,0.0,33.5585
-123.253,3818.0,3.0,10,15.405,5.66,24.77376,99.43,246.6648,0.634,0.234,0.4,2.08,0.1,1.2,0.0,0.204,11.146,0.032,0.0,33.5588
-123.253,3818.0,3.0,11,15.401,5.689,24.77494,99.93,247.9283,0.647,0.239,0.4,2.06,0.1,1.2,0.0,0.235,10.67,0.035,0.0,33.5591
-123.253,3818.0,3.0,20,15.398,5.652,24.77613,99.28,246.3156,0.612,0.217,0.4,2.07,0.1,1.2,0.0,0.219,7.035,0.064,0.0,33.559
-123.253,3818.0,3.0,22,15.4,5.682,24.77498,99.81,247.6233,0.604,0.212,0.4,2.07,0.1,1.2,0.0,0.215,6.227,0.07,0.0,33.5579
-123.253,3818.0,3.0,38,15.387,5.681,24.78015,99.76,247.5784,0.596,0.232,0.4,2.06,0.11,1.2,0.0,0.154,1.016,0.12,0.0,33.5595
-123.253,3818.0,3.0,48,14.839,5.648,24.90938,98.09,246.1092,0.464,0.252,0.42,2.08,0.13,1.5,0.18,0.142,0.318,0.151,0.18,33.5714
-282.341,4253.0,9.0,0,17.426,5.478,24.11775,100.0,238.8861,0.194,0.056,0.3,2.06,0.0,0.0,0.0,0.143,3.017,0.0,0.0,33.3102
-282.341,4253.0,9.0,2,17.426,5.478,24.11791,99.99,238.886,0.194,0.056,0.3,2.06,0.0,0.0,0.0,0.143,3.017,0.008,0.0,33.3102
-282.341,4253.0,9.0,10,17.415,5.45,24.12025,99.46,237.6645,0.194,0.055,0.3,2.05,0.0,0.0,0.0,0.128,2.998,0.038,0.0,33.309
-282.341,4253.0,9.0,20,17.406,5.448,24.12357,99.4,237.5765,0.197,0.058,0.3,2.06,0.0,0.0,0.0,0.11,2.974,0.076,0.0,33.3095
-282.341,4253.0,9.0,24,17.404,5.475,24.12345,99.89,238.7539,0.198,0.06,0.3,2.06,0.0,0.0,0.0,0.103,2.965,0.091,0.0,33.3083
-282.341,4253.0,9.0,30,17.403,5.43,24.12523,99.07,236.7912,0.191,0.055,0.3,2.06,0.0,0.0,0.0,0.133,4.147,0.114,0.0,33.3097
-282.341,4253.0,9.0,31,17.402,5.48,24.12593,99.98,238.9714,0.19,0.054,0.3,2.06,0.0,0.0,0.0,0.138,4.344,0.118,0.0,33.3102
-282.341,4253.0,9.0,50,17.392,5.423,24.12868,98.91,236.4851,0.206,0.065,0.29,2.05,0.0,0.0,0.0,0.117,2.374,0.191,0.0,33.3087
-282.341,4253.0,9.0,58,17.37,5.479,24.12864,99.88,238.9272,0.229,0.072,0.29,2.07,0.0,0.0,0.0,0.108,1.545,0.22,0.0,33.301
-282.341,4253.0,9.0,75,15.608,5.823,24.4391,102.45,253.8513,0.248,0.091,0.31,2.17,0.0,0.0,0.01,0.103,1.046,0.286,0.01,33.1766
-282.341,4253.0,9.0,100,13.195,5.885,24.91303,98.54,256.4355,0.21,0.143,0.42,2.89,0.14,0.4,0.07,0.095,0.312,0.367,0.07,33.1315
-282.341,4253.0,9.0,101,13.233,5.898,24.90669,98.83,257.0036,0.207,0.144,0.42,2.92,0.15,0.4,0.07,0.095,0.283,0.368,0.07,33.133
-282.341,4253.0,9.0,125,12.029,5.442,25.23591,88.97,237.0574,0.093,0.093,0.61,4.95,0.04,4.4,0.0,0.078,0.175,0.441,0.0,33.256
-282.341,4253.0,9.0,126,12.07,5.466,25.23665,89.45,238.1026,0.088,0.089,0.62,5.07,0.03,4.6,0.0,0.077,0.171,0.441,0.0,33.2668
-51.305,1654.0,4.0,0,15.548,5.671,24.80106,99.96,247.1376,1.492,0.288,0.44,4.45,0.06,1.6,0.01,0.25,34.058,0.0,0.01,33.6363
-51.305,1654.0,4.0,2,15.548,5.671,24.80119,99.96,247.1376,1.492,0.288,0.44,4.45,0.06,1.6,0.01,0.25,34.058,0.006,0.01,33.6363
-51.305,1654.0,4.0,6,15.509,5.673,24.80974,99.92,247.2226,1.476,0.281,0.43,4.51,0.06,1.5,0.0,0.313,33.986,0.019,0.0,33.6358
-51.305,1654.0,4.0,7,15.511,5.68,24.80837,100.04,247.528,1.604,0.358,0.44,4.57,0.06,1.6,0.0,0.335,29.262,0.022,0.0,33.6345
-51.305,1654.0,4.0,10,15.459,5.625,24.82718,98.98,245.1267,1.467,0.355,0.53,5.33,0.12,2.9,0.0,0.298,22.875,0.032,0.0,33.6437
-51.305,1654.0,4.0,14,14.528,5.303,25.00085,91.55,231.0554,1.285,0.351,0.64,6.35,0.19,4.6,0.0,0.248,14.359,0.044,0.0,33.6065
-51.305,1654.0,4.0,20,13.74,4.93,25.15412,83.74,214.7714,0.921,0.33,0.81,7.96,0.3,7.3,0.0,0.185,7.654,0.061,0.0,33.5913
-51.305,1654.0,4.0,26,13.185,4.678,25.25611,78.54,203.773,0.557,0.308,0.97,9.56,0.41,9.9,0.0,0.122,0.949,0.077,0.0,33.5774
-51.305,1654.0,4.0,30,12.679,4.524,25.34852,75.15,197.047,0.357,0.236,1.05,10.59,0.42,11.2,0.0,0.116,0.329,0.089,0.0,33.5675
-51.305,1654.0,4.0,31,12.619,4.487,25.35931,74.44,195.4334,0.307,0.218,1.07,10.85,0.42,11.5,0.0,0.114,0.174,0.091,0.0,33.5663
-190.593,4037.0,8.0,0,15.39,5.685,24.65922,99.75,247.782,0.255,0.069,0.38,1.97,0.07,0.8,0.26,0.161,4.782,0.0,0.26,33.4066
-190.593,4037.0,8.0,2,15.39,5.685,24.65935,99.75,247.782,0.255,0.069,0.38,1.97,0.07,0.8,0.26,0.161,4.782,0.007,0.26,33.4066
-190.593,4037.0,8.0,10,15.388,5.73,24.65771,100.53,249.7437,0.255,0.078,0.37,2.11,0.07,0.8,0.25,0.119,4.891,0.033,0.25,33.4032
-190.593,4037.0,8.0,14,15.38,5.688,24.66121,99.78,247.9123,0.26,0.079,0.37,2.12,0.07,0.8,0.26,0.098,4.946,0.046,0.26,33.4051
-190.593,4037.0,8.0,19,15.38,5.69,24.66177,99.81,247.9993,0.267,0.119,0.38,2.11,0.07,0.8,0.24,0.14,4.117,0.062,0.24,33.4054
-190.593,4037.0,8.0,20,15.381,5.717,24.66069,100.29,249.1764,0.267,0.115,0.38,2.1,0.07,0.8,0.24,0.139,4.065,0.066,0.24,33.4042
-190.593,4037.0,8.0,30,15.386,5.71,24.66311,100.17,248.8707,0.27,0.116,0.38,2.07,0.1,0.9,0.26,0.133,3.54,0.099,0.26,33.4079
-190.593,4037.0,8.0,50,13.546,5.747,25.02741,97.09,250.3943,0.238,0.123,0.59,3.7,0.16,4.0,0.25,0.122,1.967,0.163,0.25,33.374
-190.593,4037.0,8.0,66,11.075,5.189,25.34618,83.09,226.0122,0.2,0.164,1.04,8.37,0.07,10.9,0.0,0.114,0.43,0.205,0.0,33.1771
-190.593,4037.0,8.0,75,10.592,4.805,25.53895,76.21,209.2473,0.132,0.142,1.23,11.53,0.04,14.1,0.0,0.1,0.275,0.23,0.0,33.3152
-190.593,4037.0,8.0,83,10.546,4.663,25.58575,73.9,203.0543,0.098,0.12,1.34,13.44,0.03,15.9,0.0,0.088,0.137,0.247,0.0,33.3646
-9.185,621.0,11.0,0,17.185,5.758,24.37535,104.78,251.0332,0.362,0.028,0.33,2.26,0.01,0.0,0.0,0.186,9.284,0.0,0.0,33.5715
-9.185,621.0,11.0,2,17.185,5.758,24.37551,104.78,251.0332,0.362,0.028,0.33,2.26,0.01,0.0,0.0,0.186,9.284,0.007,0.0,33.5715
-9.185,621.0,11.0,10,17.145,5.741,24.38469,104.39,250.2898,0.351,0.066,0.33,2.24,0.01,0.0,0.0,0.192,10.707,0.036,0.0,33.5703
-9.185,621.0,11.0,12,17.045,5.75,24.40546,104.34,250.6771,0.348,0.076,0.33,2.24,0.01,0.0,0.0,0.193,11.063,0.043,0.0,33.5664
-9.185,621.0,11.0,15,16.536,5.779,24.51515,103.82,251.9144,0.339,0.093,0.33,2.3,0.01,0.0,0.0,0.146,9.695,0.053,0.0,33.5543
-9.185,621.0,11.0,20,14.674,6.246,24.82085,108.02,272.1904,0.703,0.207,0.42,3.59,0.07,0.4,0.0,0.165,9.201,0.07,0.0,33.413
-9.185,621.0,11.0,30,13.05,5.226,25.15375,87.41,227.6665,0.678,0.272,0.77,6.5,0.4,5.2,0.0,0.204,8.214,0.099,0.0,33.4102
-9.185,621.0,11.0,50,12.339,4.294,25.3205,70.77,187.0342,0.312,0.206,1.1,10.67,0.1,10.7,0.01,0.091,1.538,0.154,0.01,33.4454
-9.185,621.0,11.0,53,12.172,4.217,25.35664,69.25,183.6739,0.274,0.189,1.13,11.12,0.08,11.2,0.01,0.074,0.537,0.161,0.01,33.4508
-9.185,621.0,11.0,65,12.009,3.824,25.40685,62.59,166.5484,0.11,0.143,1.3,13.46,0.04,13.7,0.0,0.079,0.097,0.192,0.0,33.4751
-128.943,892.0,19.0,0,16.994,5.548,24.42789,100.59,241.8654,0.335,0.059,0.32,1.7,0.04,0.4,0.0,0.201,5.345,0.0,0.0,33.5812
-128.943,892.0,19.0,3,16.994,5.548,24.42812,100.59,241.8654,0.335,0.059,0.32,1.7,0.04,0.4,0.0,0.201,5.345,0.011,0.0,33.5812
-128.943,892.0,19.0,10,16.993,5.577,24.42667,101.11,243.13,0.331,0.083,0.31,1.71,0.02,0.2,0.0,0.121,6.022,0.035,0.0,33.5783
-128.943,892.0,19.0,12,16.991,5.553,24.43013,100.67,242.0829,0.33,0.09,0.31,1.71,0.02,0.1,0.0,0.098,6.216,0.042,0.0,33.582
-128.943,892.0,19.0,16,16.993,5.545,24.4312,100.53,241.7339,0.332,0.056,0.32,1.68,0.01,0.1,0.0,0.113,5.482,0.056,0.0,33.5836
-128.943,892.0,19.0,20,16.973,5.562,24.43083,100.79,242.4751,0.338,0.057,0.32,1.68,0.01,0.1,0.0,0.286,4.536,0.07,0.0,33.5766
-128.943,892.0,19.0,30,16.958,5.569,24.41595,100.87,242.7837,0.441,0.169,0.34,1.82,0.04,0.4,0.0,0.718,2.172,0.106,0.0,33.5516
-128.943,892.0,19.0,31,15.863,5.605,24.65247,99.35,244.2968,0.457,0.188,0.34,1.84,0.04,0.5,0.0,0.761,1.936,0.108,0.0,33.5319
-128.943,892.0,19.0,50,12.387,5.191,25.20374,85.56,226.1307,0.341,0.204,0.91,6.93,0.26,8.8,0.0,0.216,1.146,0.166,0.0,33.3067
-128.943,892.0,19.0,55,11.955,5.055,25.29367,82.56,220.187,0.294,0.183,0.95,7.53,0.16,9.5,0.0,0.073,0.938,0.178,0.0,33.3169
-128.943,892.0,19.0,69,11.483,4.72,25.42973,76.35,205.5677,0.214,0.139,1.13,9.85,0.04,12.4,0.0,0.08,0.28,0.215,0.0,33.3789
-248.602,3905.0,26.0,0,16.597,5.626,24.19047,100.95,245.3227,0.171,0.029,0.32,2.09,0.0,0.1,0.0,0.128,3.482,0.0,0.0,33.1512
-248.602,3905.0,26.0,2,16.597,5.626,24.19061,100.95,245.3226,0.171,0.029,0.32,2.09,0.0,0.1,0.0,0.128,3.482,0.007,0.0,33.1512
-248.602,3905.0,26.0,10,16.595,5.644,24.19159,101.27,246.1073,0.164,0.036,0.32,2.07,0.0,0.1,0.0,0.1,4.033,0.038,0.0,33.1511
-248.602,3905.0,26.0,13,16.588,5.625,24.1952,100.91,245.278,0.161,0.038,0.32,2.06,0.0,0.1,0.0,0.09,4.239,0.048,0.0,33.1534
-248.602,3905.0,26.0,18,16.594,5.636,24.19472,101.12,245.7577,0.162,0.027,0.32,2.07,0.01,0.1,0.0,0.09,3.197,0.067,0.0,33.1541
-248.602,3905.0,26.0,20,16.592,5.647,24.19763,101.32,246.2367,0.165,0.027,0.32,2.07,0.01,0.1,0.0,0.091,3.081,0.075,0.0,33.1571
-248.602,3905.0,26.0,30,16.629,5.628,24.21838,101.07,245.4032,0.182,0.029,0.31,2.04,0.01,0.0,0.0,0.097,2.499,0.112,0.0,33.1943
-248.602,3905.0,26.0,33,16.546,5.627,24.2439,100.89,245.3535,0.188,0.03,0.31,2.02,0.01,0.0,0.0,0.099,2.324,0.123,0.0,33.2023
-248.602,3905.0,26.0,50,15.014,5.944,24.51985,103.31,259.1058,0.263,0.096,0.34,2.24,0.02,0.3,0.02,0.093,0.982,0.185,0.02,33.1148
-248.602,3905.0,26.0,58,13.913,6.16,24.74245,104.68,268.4632,0.285,0.145,0.34,2.55,0.01,0.0,0.0,0.09,0.351,0.21,0.0,33.1017
-248.602,3905.0,26.0,72,12.787,5.956,24.97841,98.88,259.5127,0.293,0.223,0.39,2.88,0.05,0.1,0.0,0.032,0.275,0.253,0.0,33.1142
-2.179,63.0,6.0,0,17.839,5.636,24.24913,103.89,245.7447,0.192,0.052,0.34,1.66,0.01,0.1,0.05,0.098,5.747,0.0,0.05,33.6115
-2.179,63.0,6.0,1,17.839,5.636,24.24921,103.89,245.7447,0.192,0.052,0.34,1.66,0.01,0.1,0.05,0.098,5.747,0.004,0.05,33.6115
-2.179,63.0,6.0,10,17.387,5.819,24.34811,106.32,253.6994,0.271,0.086,0.34,1.89,0.01,0.0,0.01,0.131,8.754,0.037,0.01,33.5976
-2.179,63.0,6.0,14,16.622,5.942,24.46562,106.91,259.0323,0.364,0.145,0.37,2.3,0.02,0.1,0.0,0.145,10.09,0.05,0.0,33.5158
-2.179,63.0,6.0,19,15.293,5.987,24.70715,104.86,260.9325,0.894,0.336,0.46,3.85,0.07,0.4,0.03,0.184,20.172,0.067,0.03,33.4395
-2.179,63.0,6.0,20,15.204,5.938,24.72533,103.81,258.7924,0.887,0.34,0.48,3.92,0.1,0.7,0.04,0.176,19.085,0.071,0.04,33.4377
-2.179,63.0,6.0,30,13.216,5.37,25.10276,90.12,233.9514,0.741,0.352,0.7,5.27,0.29,4.2,0.08,0.093,8.218,0.102,0.08,33.387
-2.179,63.0,6.0,36,12.696,4.836,25.22082,80.28,210.6627,0.466,0.282,0.89,7.52,0.15,7.7,0.0,0.043,1.698,0.118,0.0,33.4066
-2.179,63.0,6.0,50,12.235,4.249,25.33801,69.87,185.071,0.164,0.227,1.13,11.31,0.23,11.2,0.06,0.055,0.723,0.157,0.06,33.4424
-2.179,63.0,6.0,60,12.02,3.997,25.40338,65.44,174.0837,0.096,0.212,1.23,12.94,0.2,12.7,0.24,0.064,0.026,0.181,0.24,33.4736
-75.049,1351.0,6.0,0,18.053,5.451,24.21052,100.9,237.6871,0.158,0.03,0.29,1.63,0.01,0.4,0.0,0.141,2.487,0.0,0.0,33.6292
-75.049,1351.0,6.0,1,18.053,5.451,24.2106,100.9,237.6871,0.158,0.03,0.29,1.63,0.01,0.4,0.0,0.141,2.487,0.004,0.0,33.6292
-75.049,1351.0,6.0,10,17.959,5.455,24.22582,100.79,237.858,0.165,0.032,0.29,1.6,0.02,0.0,0.0,0.199,2.972,0.037,0.0,33.6181
-75.049,1351.0,6.0,17,17.785,5.473,24.24777,100.76,238.6378,0.175,0.05,0.28,1.54,0.02,0.1,0.0,0.244,3.349,0.063,0.0,33.5908
-75.049,1351.0,6.0,20,17.747,5.5,24.25675,101.18,239.8129,0.19,0.042,0.28,1.52,0.01,0.0,0.0,0.223,3.263,0.074,0.0,33.5902
-75.049,1351.0,6.0,22,17.702,5.507,24.27055,101.23,240.1149,0.2,0.036,0.28,1.5,0.01,0.0,0.0,0.209,3.206,0.081,0.0,33.5938
-75.049,1351.0,6.0,30,16.483,5.752,24.46168,103.17,250.7505,0.402,0.166,0.32,1.83,0.03,0.1,0.0,0.168,3.743,0.11,0.0,33.4673
-75.049,1351.0,6.0,43,14.554,5.846,24.80327,100.82,254.7634,0.488,0.338,0.4,3.0,0.1,0.7,0.0,0.101,4.615,0.152,0.0,33.3552
-75.049,1351.0,6.0,50,13.054,5.803,24.99478,96.94,252.8422,0.392,0.284,0.55,4.02,0.18,3.1,0.0,0.108,3.653,0.175,0.0,33.2045
-75.049,1351.0,6.0,74,11.529,5.03,25.42365,81.44,219.0703,0.161,0.142,0.84,7.91,0.04,8.5,0.0,0.133,0.353,0.239,0.0,33.3816
-75.049,1351.0,6.0,75,11.46,5.034,25.43949,81.39,219.2411,0.153,0.136,0.86,8.22,0.04,8.9,0.0,0.132,0.336,0.244,0.0,33.3857
-75.049,1351.0,6.0,93,10.635,4.563,25.64733,72.5,198.6878,0.058,0.058,1.17,12.53,0.02,13.8,0.0,0.105,0.032,0.286,0.0,33.4629
-214.488,3861.0,4.0,0,17.579,5.49,24.18256,100.59,239.3942,0.158,0.016,0.3,1.57,0.01,0.1,0.01,0.083,3.124,0.0,0.01,33.4426
-214.488,3861.0,4.0,2,17.579,5.49,24.18272,100.59,239.3942,0.158,0.016,0.3,1.57,0.01,0.1,0.01,0.083,3.124,0.008,0.01,33.4426
-214.488,3861.0,4.0,19,17.159,5.576,24.26651,101.32,243.1244,0.203,0.036,0.31,1.63,0.0,0.0,0.01,0.108,3.402,0.071,0.01,33.4196
-214.488,3861.0,4.0,20,17.158,5.59,24.26606,101.57,243.7349,0.209,0.039,0.31,1.63,0.0,0.0,0.02,0.111,3.348,0.075,0.02,33.4186
-214.488,3861.0,4.0,26,17.092,5.594,24.28717,101.51,243.9043,0.245,0.054,0.31,1.61,0.01,0.0,0.07,0.127,3.024,0.096,0.07,33.4252
-214.488,3861.0,4.0,30,17.06,5.615,24.30391,101.84,244.8159,0.269,0.062,0.31,1.61,0.01,0.0,0.07,0.127,2.785,0.111,0.07,33.4368
-214.488,3861.0,4.0,49,15.702,5.709,24.52776,100.73,248.86,0.289,0.089,0.36,1.87,0.03,0.2,0.29,0.128,1.647,0.178,0.29,33.3213
-214.488,3861.0,4.0,50,15.393,5.801,24.57069,101.7,252.8597,0.287,0.091,0.37,1.94,0.04,0.2,0.3,0.127,1.608,0.183,0.3,33.2881
-214.488,3861.0,4.0,75,12.889,5.622,25.03803,93.59,244.9456,0.223,0.113,0.56,3.78,0.27,3.0,0.04,0.102,0.621,0.259,0.04,33.2167
-214.488,3861.0,4.0,85,11.524,5.426,25.2553,87.72,236.3559,0.136,0.098,0.79,5.82,0.04,6.8,0.01,0.092,0.227,0.288,0.01,33.1632
-214.488,3861.0,4.0,100,10.649,4.982,25.48381,79.08,216.967,0.058,0.054,1.07,10.63,0.02,11.8,0.01,0.092,0.076,0.329,0.01,33.2558
-214.488,3861.0,4.0,107,10.17,4.807,25.61985,75.53,209.3179,0.031,0.034,1.2,12.79,0.01,14.0,0.0,0.092,0.006,0.344,0.0,33.3247
-373.89,4121.0,7.0,0,19.362,5.308,23.93331,100.76,231.5144,0.09,0.015,0.26,2.28,0.0,0.2,0.0,0.146,1.613,0.0,0.0,33.6954
-373.89,4121.0,7.0,2,19.362,5.308,23.93349,100.76,231.5143,0.09,0.015,0.26,2.28,0.0,0.2,0.0,0.146,1.613,0.008,0.0,33.6954
-373.89,4121.0,7.0,20,19.379,5.283,23.94415,100.32,230.4215,0.094,0.017,0.25,2.26,0.0,0.0,0.0,0.079,1.62,0.079,0.0,33.7129
-373.89,4121.0,7.0,26,19.361,5.289,23.94802,100.4,230.6824,0.099,0.013,0.25,2.26,0.0,0.0,0.0,0.089,1.539,0.103,0.0,33.7112
-373.89,4121.0,7.0,30,19.505,5.254,23.94685,100.03,229.1561,0.104,0.014,0.25,2.27,0.0,0.0,0.0,0.093,1.499,0.12,0.0,33.7576
-373.89,4121.0,7.0,50,19.259,5.357,24.04835,101.55,233.6253,0.159,0.026,0.24,2.38,0.01,0.0,0.0,0.11,1.3,0.198,0.0,33.8056
-373.89,4121.0,7.0,88,15.362,5.621,24.84077,98.68,244.9491,0.209,0.153,0.29,2.84,0.02,0.0,0.0,0.11,0.66,0.327,0.0,33.6267
-373.89,4121.0,7.0,110,14.788,5.393,25.07917,93.67,234.9588,0.193,0.148,0.32,3.35,0.16,0.8,0.0,0.052,0.33,0.393,0.0,33.7722
-3.484,51.0,1.0,0,14.686,5.666,24.88018,98.07,246.9006,1.454,0.419,0.49,4.5,0.375,1.9,0.62,0.232,26.675,0.0,0.62,33.4949
-3.484,51.0,1.0,2,14.686,5.666,24.88031,98.07,246.9006,1.454,0.419,0.49,4.5,0.375,1.9,0.62,0.232,26.675,0.006,0.62,33.4949
-3.484,51.0,1.0,10,14.652,5.661,24.8887,97.91,246.6807,1.461,0.427,0.48,4.46,0.367,1.8,0.51,0.23,28.627,0.031,0.51,33.4957
-3.484,51.0,1.0,11,14.646,5.661,24.89992,97.91,246.678,1.366,0.432,0.47,4.46,0.356,1.7,0.49,0.277,25.733,0.034,0.49,33.5085
-3.484,51.0,1.0,20,14.634,5.658,24.89317,97.82,246.5489,1.339,0.42,0.49,4.57,0.37,1.8,0.6,0.203,20.391,0.06,0.6,33.4957
-3.484,51.0,1.0,22,14.619,5.624,24.89589,97.21,245.0667,1.333,0.417,0.5,4.59,0.374,1.8,0.62,0.187,19.204,0.067,0.62,33.4949
-3.484,51.0,1.0,30,14.283,5.516,24.94473,94.67,240.3491,0.836,0.342,0.62,5.7,0.56,3.7,1.12,0.184,11.872,0.078,1.12,33.4654
-3.484,51.0,1.0,41,13.636,4.966,25.05152,84.08,216.3614,0.512,0.31,0.76,6.97,0.742,6.1,1.03,0.18,1.79,0.124,1.03,33.4295
-3.484,51.0,1.0,49,13.247,4.777,25.11588,80.22,208.1139,0.331,0.284,0.88,8.03,0.655,7.7,0.65,0.199,0.385,0.147,0.65,33.4106
-208.444,3603.0,11.0,0,14.053,5.942,24.73415,101.3,258.9644,0.491,0.147,0.38,3.08,0.033,0.2,0.14,0.014,6.221,0.0,0.14,33.1328
-208.444,3603.0,11.0,1,14.053,5.942,24.73421,101.3,258.9644,0.491,0.147,0.38,3.08,0.033,0.2,0.14,0.014,6.221,0.003,0.14,33.1328
-208.444,3603.0,11.0,12,14.055,5.932,24.73429,101.13,258.5286,0.484,0.154,0.37,3.06,0.034,0.2,0.13,0.131,7.501,0.038,0.13,33.1326
-208.444,3603.0,11.0,20,14.055,5.929,24.73252,101.08,258.3983,0.488,0.149,0.36,3.05,0.03,0.1,0.11,0.041,6.328,0.06,0.11,33.1297
-208.444,3603.0,11.0,30,14.055,5.935,24.73335,101.18,258.6596,0.492,0.163,0.37,3.08,0.028,0.2,0.14,0.108,4.861,0.095,0.14,33.13
-208.444,3603.0,11.0,50,13.674,5.945,24.79205,100.53,259.0806,0.385,0.16,0.43,3.35,0.11,1.0,0.15,0.088,1.517,0.144,0.15,33.1032
-208.444,3603.0,11.0,54,13.41,5.854,24.84286,98.45,255.1022,0.337,0.166,0.46,3.48,0.148,1.4,0.17,0.084,0.848,0.172,0.17,33.0996
-208.444,3603.0,11.0,61,12.713,5.714,24.99153,94.71,248.9652,0.203,0.133,0.6,4.2,0.156,3.6,0.08,0.089,0.184,0.193,0.08,33.1133
-328.325,4044.0,15.0,17,15.469,5.723,24.5561,100.5,249.4633,0.161,0.043,0.34,2.53,0.007,0.0,0.19,0.158,1.759,0.057,0.02,33.2938
-328.325,4044.0,15.0,20,15.485,5.716,24.55408,100.41,249.1587,0.161,0.042,0.33,2.51,0.007,0.0,0.04,0.132,1.412,0.068,0.04,33.2955
-328.325,4044.0,15.0,30,15.463,5.736,24.55723,100.71,250.0299,0.17,0.045,0.32,2.5,0.0,0.0,0.03,0.153,1.182,0.102,0.03,33.2924
-328.325,4044.0,15.0,40,15.363,5.736,24.57107,100.5,250.0264,0.18,0.05,0.32,2.53,0.0,0.0,0.04,0.173,0.952,0.135,0.04,33.2809
-328.325,4044.0,15.0,50,15.301,5.741,24.57418,100.45,250.2437,0.232,0.068,0.32,2.58,0.01,0.0,0.05,0.169,0.764,0.17,0.05,33.2664
-328.325,4044.0,15.0,75,14.17,5.772,24.75469,98.65,251.5505,0.507,0.212,0.41,3.12,0.322,0.7,0.15,0.158,0.294,0.251,0.12,33.1851
-328.325,4044.0,15.0,88,13.382,5.646,24.99713,95.0,246.001,0.172,0.135,0.47,3.52,0.242,1.8,0.05,0.109,0.044,0.291,0.05,33.2893
-15.356,846.0,5.0,0,16.144,5.783,24.62623,103.12,252.0615,0.26,0.072,0.33,2.12,0.009,0.1,0.59,0.184,6.225,0.0,0.59,33.5833
-15.356,846.0,5.0,2,16.144,5.783,24.62637,103.12,252.0614,0.26,0.072,0.33,2.12,0.009,0.1,0.59,0.184,6.225,0.007,0.59,33.5833
-15.356,846.0,5.0,17,15.965,5.81,24.66241,103.22,253.2294,0.286,0.076,0.32,2.09,0.015,0.0,0.28,0.182,6.098,0.056,0.28,33.576
-15.356,846.0,5.0,20,15.919,5.808,24.66885,103.09,253.1406,0.303,0.087,0.33,2.1,0.0,0.0,0.25,0.137,5.088,0.066,0.25,33.5706
-15.356,846.0,5.0,40,14.906,5.841,24.83244,101.54,254.5383,0.637,0.215,0.38,2.99,0.023,0.0,0.18,0.141,7.329,0.13,0.18,33.491
-15.356,846.0,5.0,72,12.479,4.77,25.25707,78.82,207.7803,0.26,0.29,0.91,7.68,0.046,8.5,0.08,0.097,0.895,0.223,0.08,33.3968
-15.356,846.0,5.0,75,12.268,4.708,25.31334,77.45,205.0683,0.222,0.255,0.97,8.58,0.04,9.5,0.07,0.091,0.714,0.22,0.07,33.4171
